,text,level
22126,إذ قدم علينا العم نتيش بقامته الفارعة الطول وهيكله النحيل المجرد من اللحم,5
22127,إذ قدم علينا العم نتيش بقامته الطويلة جدا وهيكله النحيل المجرد من اللحم,4
22128,إذ قدم علينا العم نتيش بجسمه الطويل جدا وهيكله النحيل الخالي من اللحم,3
22129,وما كاد يأخذ مجلسه بيننا حتى ابتدرناه بالسؤال عن مشاكله ومغامراته مع عمه,5
22130,وما كاد يأخذ مجلسه بيننا حتى بدأنا بالسؤال عن مشاكله ومغامراته مع عمه,4
22131,وفور أن أخذ مقعده بيننا بدأنا بالسؤال عن مشاكله ومغامراته مع عمه,3
22132,وابتسم نتيش ابتسامة عريضة وقال الدعوة مطينة يا لولاد,3
22133,وألححنا عليه في محادثتنا عن هذه المسألة المطينة,3
22134,فقال بكل هدوء وبساطة زارني البارحة جماعة نصف الليل,3
22135,وجماعة نصف الليل في لغة العم نتيش هم اللصوص,3
22136,قال كنت البارحة وحدي في المنزل,4
22137,قال كنت البارحة بمفردي في المنزل,3
22138,حيث قضت زوجي والأطفال ليلتهم عند عمي,3
22139,كنت مستلقيا في فراشي أتصيد الكرى إذ لاحظت في غسق الليل لصين يتجولان في غرفتي باحثين عما غلا ثمنه وخف وزنه,5
22140,كنت مستلقيا في فراشي أتصيد النوم إذ لاحظت في غسق الليل لصين يتجولان في غرفتي باحثين عما غلا ثمنه وخف وزنه,4
22141,كنت أستلقي في فراشي أصيد النوم إذ لاحظت في ظلام الليل لصين يتجولان في غرفتي يبحثان عما غلا ثمنه وخف وزنه,3
22142,ولكن مع الأسف ماذا يملك نتيش سوى قدر من الطين وقصعة من خشب,5
22143,ولكن مع الأسف ماذا يملك نتيش سوى قدر من الطين ووعاء من خشب,4
22144,ولكن مع الأسف ماذا يملك نتيش غير قدر من الطين ووعاء من خشب,3
22145,والمؤنة تأتينا يوما بعد يوم من دار عمي موزونة بميزان الذهب,4
22146,والأطعمة تأتينا يوما بعد يوم من دار عمي موزونة بميزان الذهب,3
22147,لا تزيد درهما واحدا عن حاجتنا,3
22148,وكنت أنظر إليهما — وضوء المنور ساطع على وجهيهما — فقد كانا مطمئنين يظنان المنزل خاليا,3
22149,ولكن علامات الحسرة كانت بادية عليهما بوضوح,4
22150,ولكن علامات الأسف كانت ظاهرة عليهما بوضوح,3
22151,وغاضني أن يعودا من حيث أتيا بخفي حنين,5
22152,وساءني أن يعودا من حيث أتيا بخفي حنين,3
22153,فنبهتهما إلى ملحفة جديدة من الصوف كانت في ركن خفي من أركان الغرفة لم ينتبها إليها وطلبت منهما ألا يعودا إلى أمثال هذه المنازل الفقيرة الخالية,5
22154,فنبهتهما إلى لحافا جديدة من الصوف كانت في ركن خفي من أركان الغرفة لم ينتبها إليها وطلبت منهما ألا يعودا إلى أمثال هذه المنازل الفقيرة الخالية,4
22155,فنبهتهما إلى لحافا جديدة من الصوف كانت في جانب خفي من جوانب الغرفة لم ينتبها إليها وطلبت منهما ألا يعودا إلى أمثال هذه المنازل الفقيرة الخالية,3
22156,ومنزل عمي على مقربة من هنا زاخرا بمختلف الأرزاق والخيرات,4
22157,ومنزل عمي على مقربة من هنا مليئا بمختلف الأرزاق والخيرات,3
22158,قلنا له كيف تفعل ذلك وتناول لصين غطاءك وغطاء أهلك,3
22159,فضحك وقال إنه ملك عمي استعرته منه,3
22160,وما يضيره أن يصير في يد غيره,5
22161,وما يضره أن يصير في يد غيره,3
22162,ولأي شيء تنفع أمواله,3
22163,قالها بكل بساطة وابتسامة الانتصار على عمه تعلو شفتيه,3
22165,كان لنتيش غريم اسمه زيان,5
22166,كان لنتيش شخص يكرهه اسمه زيان,3
22167,يكرهه كل الكره,3
22168,لا لسبب أو داع,3
22169,وإنما كان يكرهه لوجه الله,5
22170,ولكن كان يكرهه لوجه الله,3
22171,كما يقول حينما نسأله عن الأسباب والدواعي,3
22172,كانت إحدى ساقي زيان مستعارة من خشب,3
22173,إذ فقد ساقه الأصلية في حادث اعتداء لصوص على مزرعة لعم نتيش كان يقوم بحراستها,5
22174,إذ فقد ساقه الأصلية في حادث اعتداء لصوص على حقول لعم نتيش كان يقوم بحراستها,3
22175,وكان السبب الحقيقي لكره نتيش له,3
22176,أنه أضاع ساقه من أجل أموال عمه,5
22177,أنه أضاع ساقه بسبب أموال عمه,3
22178,ولهذا يغدو ينتقده ويصفه بالبله ويقول إني والله لا أسمح بضياع شعرة من رأسي من أجل أموال الدنيا كلها,5
22179,ولهذا يغدو ينتقده ويصفه بالبله ويقول إني والله لا أسمح بضياع شعرة من رأسي مقابل أموال الدنيا كلها,4
22180,ولهذا يغدو يلومه ويصفه بالبله ويقول إني والله لا أسمح بضياع شعرة من رأسي مقابل أموال الدنيا كلها,3
22181,ويستمر في انتقاد زيان فيقول أتظنوني مثل ذلك الأبله الذي فقد ساقه من أجل كيس من الشعير ينتفع به غيره,5
22182,ويستمر في انتقاد زيان فيقول أتظنوني مثل ذلك الأبله الذي فقد ساقه بسبب كيس من الشعير ينتفع به غيره,4
22183,ويستمر في لوم زيان فيقول أتظنوني مثل ذلك الأبله الذي فقد ساقه بسبب كيس من الشعير ينتفع به غيره,3
22184,فماذا كانت فائدته,3
22185,سوى ساق من الخشب,4
22186,غير ساق من الخشب,3
22187,يكسر بها بلاط المساجد ويزعج بها عباد الله الآمنين,3
22188,قلنا لو كنت مكانه,3
22189,ألا تفعل مثله,3
22190,قال هيهات,4
22191,قال لا,3
22192,ولا أذهب بكم بعيدا,3
22193,فقد أرغمني عمي في السنة الماضية على مشاركة عماله في حراسة الحبوب في البيدر,5
22194,فقد أرغمني عمي في السنة الماضية على مشاركة عماله في حراسة الحبوب في الأراضي,3
22195,وكان بعضها صافيا نقيا,3
22196,ينتظر نقله إلى المخازن,3
22197,والبعض مختلطا بتبنه ينتظر هبوب الرياح المواتية لتصفيته,5
22198,والبعض مختلطا بتبنه ينتظر هبوب الرياح المناسبة لتصفيته,4
22199,والبعض مختلطا بتبنه ينتظر مجيء الرياح المناسبة لتنقيته,3
22200,وكنا نتناوب الحراسة,4
22201,وكنا نتبادل الحراسة,3
22202,وجاء دوري,3
22203,وكأن اللص لم يكن ينتظر إلا ذلك,3
22204,قلنا مقاطعين إن اللصوص يعرفون من دون شك تقديرك لهم وعطفك عليهم,4
22205,قلنا مقاطعين إن اللصوص يعرفون من غير شك تقديرك لهم وعطفك عليهم,3
22206,ابتسم واسترسل يقول وما كاد يستغرق الآخرون في النوم حتى شاهدت — وعلى ضوء النجوم — لصا يتقدم بخطوات بطيئة نحو البيدر,5
22207,ابتسم وأكمل يقول وما كاد يستغرق الآخرون في النوم حتى شاهدت — وعلى ضوء النجوم — لصا يتقدم بخطوات بطيئة نحو الأراضي,4
22208,ابتسم وأكمل يقول وما أن يستغرق الآخرون في النوم حتى شاهدت — وعلى ضوء النجوم — لصا يتقدم بخطوات بطيئة تجاه الأراضي,3
22209,ولبلاهته ترك القمح النقي المصفى وقصد كوما من الشعير المختلط بالتبن,5
22210,ولبلاهته ترك القمح النقي المصفى وقصد ركاما من الشعير المختلط بالتبن,4
